,Frequency,Signal
59,2764185929.64824,3.76554e-11
60,2764206030.15075,3.76128e-11
61,2764226130.65327,3.76625e-11
62,2764246231.15578,3.76412e-11
63,2764266331.65829,3.76448e-11
64,2764286432.1608,3.76839e-11
65,2764306532.66332,3.76945e-11
66,2764326633.16583,3.76377e-11
67,2764346733.66834,3.76625e-11
68,2764366834.17085,3.76519e-11
69,2764386934.67337,3.75773e-11
70,2764407035.17588,3.75844e-11
71,2764427135.67839,3.75915e-11
72,2764447236.1809,3.76696e-11
73,2764467336.68342,3.76412e-11
74,2764487437.18593,3.76199e-11
75,2764507537.68844,3.76057e-11
76,2764527638.19095,3.75453e-11
77,2764547738.69347,3.76377e-11
78,2764567839.19598,3.76625e-11
79,2764587939.69849,3.75666e-11
80,2764608040.201,3.75773e-11
81,2764628140.70352,3.74742e-11
82,2764648241.20603,3.75595e-11
83,2764668341.70854,3.76164e-11
84,2764688442.21106,3.75275e-11
85,2764708542.71357,3.74387e-11
86,2764728643.21608,3.74565e-11
87,2764748743.71859,3.74387e-11
88,2764768844.22111,3.74281e-11
89,2764788944.72362,3.74174e-11
90,2764809045.22613,3.73819e-11
91,2764829145.72864,3.73748e-11
92,2764849246.23116,3.74494e-11
93,2764869346.73367,3.74458e-11
94,2764889447.23618,3.74316e-11
95,2764909547.73869,3.73996e-11
96,2764929648.24121,3.7389e-11
97,2764949748.74372,3.72753e-11
98,2764969849.24623,3.72717e-11
99,2764989949.74874,3.72682e-11
100,2765010050.25126,3.73215e-11
101,2765030150.75377,3.73108e-11
102,2765050251.25628,3.73073e-11
103,2765070351.75879,3.72398e-11
104,2765090452.26131,3.72042e-11
105,2765110552.76382,3.72042e-11
106,2765130653.26633,3.719e-11
107,2765150753.76884,3.71652e-11
108,2765170854.27136,3.71367e-11
109,2765190954.77387,3.71083e-11
110,2765211055.27638,3.71687e-11
111,2765231155.77889,3.72149e-11
112,2765251256.28141,3.72717e-11
113,2765271356.78392,3.72504e-11
114,2765291457.28643,3.72078e-11
115,2765311557.78894,3.72646e-11
116,2765331658.29146,3.72149e-11
117,2765351758.79397,3.72185e-11
118,2765371859.29648,3.71936e-11
119,2765391959.799,3.72575e-11
120,2765412060.30151,3.73215e-11
121,2765432160.80402,3.7357e-11
122,2765452261.30653,3.73641e-11
123,2765472361.80905,3.73677e-11
124,2765492462.31156,3.74849e-11
125,2765512562.81407,3.75915e-11
126,2765532663.31658,3.7595e-11
127,2765552763.8191,3.76377e-11
128,2765572864.32161,3.76128e-11
129,2765592964.82412,3.77691e-11
130,2765613065.32663,3.77975e-11
131,2765633165.82915,3.77656e-11
132,2765653266.33166,3.78153e-11
133,2765673366.83417,3.7865e-11
134,2765693467.33668,3.78508e-11
135,2765713567.8392,3.7865e-11
136,2765733668.34171,3.78899e-11
137,2765753768.84422,3.78579e-11
138,2765773869.34673,3.78757e-11
139,2765793969.84925,3.79183e-11
140,2765814070.35176,3.79254e-11
141,2765834170.85427,3.80178e-11
142,2765854271.35678,3.80711e-11
143,2765874371.8593,3.80995e-11
144,2765894472.36181,3.8096e-11
145,2765914572.86432,3.81208e-11
146,2765934673.36683,3.81599e-11
147,2765954773.86935,3.81741e-11
148,2765974874.37186,3.8167e-11
149,2765994974.87437,3.81279e-11
150,2766015075.37688,3.8167e-11
151,2766035175.8794,3.81883e-11
152,2766055276.38191,3.8096e-11
153,2766075376.88442,3.80107e-11
154,2766095477.38693,3.80072e-11
155,2766115577.88945,3.80675e-11
156,2766135678.39196,3.81706e-11
157,2766155778.89447,3.81599e-11
158,2766175879.39699,3.81422e-11
159,2766195979.8995,3.80569e-11
160,2766216080.40201,3.80533e-11
161,2766236180.90452,3.8032e-11
162,2766256281.40704,3.7961e-11
163,2766276381.90955,3.80818e-11
164,2766296482.41206,3.80747e-11
165,2766316582.91457,3.80143e-11
166,2766336683.41709,3.79503e-11
167,2766356783.9196,3.79006e-11
168,2766376884.42211,3.78082e-11
169,2766396984.92462,3.7826e-11
170,2766417085.42714,3.78508e-11
171,2766437185.92965,3.7794e-11
172,2766457286.43216,3.77123e-11
173,2766477386.93467,3.76625e-11
174,2766497487.43719,3.76661e-11
175,2766517587.9397,3.77016e-11
176,2766537688.44221,3.76519e-11
177,2766557788.94472,3.76057e-11
178,2766577889.44724,3.75027e-11
179,2766597989.94975,3.74565e-11
180,2766618090.45226,3.75133e-11
181,2766638190.95477,3.74742e-11
182,2766658291.45729,3.73286e-11
183,2766678391.9598,3.73108e-11
184,2766698492.46231,3.7357e-11
185,2766718592.96482,3.73854e-11
186,2766738693.46734,3.72966e-11
187,2766758793.96985,3.72185e-11
188,2766778894.47236,3.72078e-11
189,2766798994.97487,3.71012e-11
190,2766819095.47739,3.70088e-11
191,2766839195.9799,3.70017e-11
192,2766859296.48241,3.70195e-11
193,2766879396.98492,3.70763e-11
194,2766899497.48744,3.69982e-11
195,2766919597.98995,3.69555e-11
196,2766939698.49246,3.68561e-11
197,2766959798.99498,3.68774e-11
198,2766979899.49749,3.69271e-11
199,2767000000.0,3.68454e-11
