,Frequency,Signal
101,2765292576.41921,7.79826e-12
102,2765344978.16594,7.79826e-12
103,2765397379.91266,7.79826e-12
104,2765449781.65939,7.79826e-12
105,2765502183.40611,7.79826e-12
106,2765554585.15284,7.79826e-12
107,2765606986.89956,7.79826e-12
108,2765659388.64629,7.79826e-12
109,2765711790.39301,7.9155e-12
110,2765764192.13974,8.96355e-12
111,2765816593.88646,9.00618e-12
112,2765868995.63319,8.67934e-12
113,2765921397.37991,8.40578e-12
114,2765973799.12664,8.40578e-12
115,2766026200.87336,8.40578e-12
116,2766078602.62009,8.40578e-12
117,2766131004.36681,8.40578e-12
118,2766183406.11354,8.40578e-12
119,2766235807.86026,8.40578e-12
120,2766288209.60699,8.40578e-12
121,2766340611.35371,8.40578e-12
122,2766393013.10044,8.40578e-12
123,2766445414.84716,8.33117e-12
124,2766497816.59389,7.1623e-12
125,2766550218.34061,6.98822e-12
126,2766602620.08734,6.98822e-12
127,2766655021.83406,6.98822e-12
128,2766707423.58079,6.98822e-12
129,2766759825.32751,7.05927e-12
130,2766812227.07424,7.22269e-12
131,2766864628.82096,7.80181e-12
132,2766917030.56769,7.80181e-12
133,2766969432.31441,7.80181e-12
134,2767021834.06114,7.79826e-12
135,2767074235.80786,7.80181e-12
136,2767126637.55458,7.80181e-12
137,2767179039.30131,7.80181e-12
138,2767231441.04804,7.79826e-12
139,2767283842.79476,7.79826e-12
140,2767336244.54148,7.79826e-12
141,2767388646.28821,7.79826e-12
142,2767441048.03493,7.79826e-12
143,2767493449.78166,7.79826e-12
144,2767545851.52838,7.79826e-12
145,2767598253.27511,7.79826e-12
146,2767650655.02183,7.79826e-12
147,2767703056.76856,7.79826e-12
148,2767755458.51528,7.79826e-12
149,2767807860.26201,7.73076e-12
150,2767860262.00873,6.99532e-12
151,2767912663.75546,7.19427e-12
152,2767965065.50218,7.62063e-12
153,2768017467.24891,8.40578e-12
154,2768069868.99563,8.40578e-12
155,2768122270.74236,8.40578e-12
156,2768174672.48908,8.40578e-12
157,2768227074.23581,8.40578e-12
158,2768279475.98253,8.40578e-12
159,2768331877.72926,8.40578e-12
160,2768384279.47598,8.40578e-12
161,2768436681.22271,7.00598e-12
162,2768489082.96943,6.98822e-12
163,2768541484.71616,6.98822e-12
164,2768593886.46288,6.98822e-12
165,2768646288.20961,6.98822e-12
166,2768698689.95633,6.98822e-12
167,2768751091.70306,6.98111e-12
168,2768803493.44978,6.98111e-12
169,2768855895.19651,6.98111e-12
170,2768908296.94323,6.98111e-12
171,2768960698.68996,5.73055e-12
172,2769013100.43668,5.63108e-12
173,2769065502.18341,5.63108e-12
174,2769117903.93013,5.63108e-12
175,2769170305.67686,5.63108e-12
176,2769222707.42358,5.63108e-12
177,2769275109.17031,5.63108e-12
178,2769327510.91703,5.62753e-12
179,2769379912.66376,5.62753e-12
180,2769432314.41048,5.62042e-12
181,2769484716.15721,4.41605e-12
182,2769537117.90393,4.41605e-12
183,2769589519.65065,4.41605e-12
184,2769641921.39738,4.41605e-12
185,2769694323.1441,4.41605e-12
186,2769746724.89083,4.41605e-12
187,2769799126.63755,4.41605e-12
188,2769851528.38428,4.34144e-12
189,2769903930.131,3.60957e-12
190,2769956331.87773,3.87604e-12
191,2770008733.62445,3.49588e-12
192,2770061135.37118,3.49588e-12
193,2770113537.1179,3.49588e-12
194,2770165938.86463,3.49588e-12
195,2770218340.61135,3.48878e-12
196,2770270742.35808,3.48878e-12
197,2770323144.1048,3.48878e-12
198,2770375545.85153,3.48878e-12
199,2770427947.59825,3.48878e-12
200,2770480349.34498,3.48878e-12
201,2770532751.0917,3.48878e-12
202,2770585152.83843,3.44615e-12
203,2770637554.58515,2.71429e-12
204,2770689956.33188,2.2098e-12
205,2770742358.0786,2.2098e-12
206,2770794759.82533,2.2098e-12
207,2770847161.57205,2.2098e-12
208,2770899563.31878,2.2098e-12
209,2770951965.0655,2.2098e-12
210,2771004366.81223,2.2098e-12
211,2771056768.55895,2.2098e-12
212,2771109170.30568,2.2098e-12
213,2771161572.0524,2.2098e-12
214,2771213973.79913,2.2098e-12
215,2771266375.54585,2.2098e-12
216,2771318777.29258,2.2098e-12
217,2771371179.0393,2.2098e-12
218,2771423580.78603,2.2098e-12
219,2771475982.53275,2.2098e-12
220,2771528384.27948,2.2098e-12
221,2771580786.0262,2.2098e-12
222,2771633187.77293,2.2098e-12
223,2771685589.51965,2.2098e-12
224,2771737991.26638,2.2098e-12
225,2771790393.0131,2.2098e-12
226,2771842794.75983,2.2098e-12
227,2771895196.50655,2.2098e-12
228,2771947598.25327,2.2098e-12
229,2772000000.0,2.2098e-12
